investor_id,firm,score,max_score,status,missing_fields,partner_count,portfolio_company_count,website,source_url,focus_sectors,investment_stage,geography,contact_links,updated_at
104,Hibob,5,7,usable,partners; portfolio_companies,0,0,https://www.hibob.com/,,B2B SaaS,Series A; Seed; Series B,Global,https://twitter.com/hibob; https://www.linkedin.com/company/hibob/,2026-05-26T07:14:24.500011
106,HighAlpha,7,7,strong,,4,3,https://highalpha.com,https://highalpha.com/resources/saas-vc-funding,B2B SaaS; Artificial Intelligence,Series A; Seed; Growth Stage; Series B,Global; United States,https://www.highalpha.com/team#; https://highalpha.com/about,2026-05-27T09:53:56.318303
107,Horizen Capital,5,7,usable,partners; portfolio_companies,0,0,https://www.horizencapital.com/,,B2B SaaS,Growth Stage,Global,https://www.linkedin.com/company/horizencapital/; https://www.twitter.com/horizencapital/,2026-05-26T07:14:25.253238
108,HTGF (High-Tech Gruenderfonds),5,7,usable,partners; contact_links,0,1,https://shizune.co/investors/saas-vc-funds-germany#saas-vc-funds-germany-organization-high-tech-gr%C3%BCnderfonds,,B2B SaaS,Series A; Series B; Seed; Growth Stage,Europe,,2026-05-27T06:01:49.559963
109,HubiFi,6,7,strong,partners,0,1,https://www.hubifi.com/,https://hubifi.com/blog/enterprise-software-vs-saas,B2B SaaS,Series A; Seed; Growth Stage; Series B,United States,https://www.hubifi.com/contact,2026-05-27T09:34:49.107674
110,Hustle Fund,6,7,strong,partners,0,1,https://hustlefund.vc,https://hustlefund.vc/post/evolving-your-funds-investment-thesis,Artificial Intelligence; B2B SaaS,Seed; Pre-Seed,Global; North America; Southeast Asia,https://www.hustlefund.vc/squad?utm_source=blog&utm_medium=blog&utm_campaign=blog; https://letsgo.hustlefund.vc/starterkit?utm_recordid=recepeZjdyrfZHSri&utm_source=Website+Popup&utm_medium=Website&utm_campaign=Investing+Starter+Kit; https://hustlefund.vc/contact,2026-05-27T09:53:57.502487
111,Hyperplane Ventures,6,7,strong,portfolio_companies,1,0,https://hyperplane.vc/,,Artificial Intelligence,Seed,Global,https://www.linkedin.com/in/vivjan-myrto-4a4a4a1a1/,2026-05-26T07:14:26.404379
112,Iconiq Capital,4,7,usable,investment_stage; partners; contact_links,0,1,https://www.crunchbase.com/organization/iconiq-capital,,Artificial Intelligence,,Global,,2026-05-27T06:01:49.559963
113,Index Ventures,6,7,strong,partners,0,1,https://www.indexventures.com,https://thesaasnews.com/news/series-a,B2B SaaS; Artificial Intelligence,Series A; Seed; Series B,Europe; United States; Global,https://www.indexventures.com/contact; https://twitter.com/indexventures; https://www.linkedin.com/company/index-ventures,2026-05-27T09:54:44.698490
320,India Investment Grid,3,7,thin,focus_sectors; investment_stage; partners; portfolio_companies,0,0,https://indiainvestmentgrid.gov.in,https://indiainvestmentgrid.gov.in/sectors/healthcare,,,India; United States,https://indiainvestmentgrid.gov.in/realms/master/login-actions/reset-credentials?client_id=IIGPortal&tab_id=Ne_S3UOuEDc; https://indiainvestmentgrid.gov.in/realms/master/login-actions/reset-credentials?client_id=IIGPortal&tab_id=-Q8a2aPj-Ak; https://indiainvestmentgrid.gov.in/realms/master/login-actions/reset-credentials?client_id=IIGPortal&tab_id=gXP1uaBsFi0; https://indiainvestmentgrid.gov.in/realms/master/login-actions/reset-credentials?client_id=IIGPortal&tab_id=LLEQonbw6vs; https://indiainvestmentgrid.gov.in/team; https://indiainvestmentgrid.gov.in/people; https://indiainvestmentgrid.gov.in/partners; https://indiainvestmentgrid.gov.in/leadership,2026-05-27T11:39:15.729424
114,IndiaAI,5,7,usable,partners; portfolio_companies,0,0,https://indiaai.gov.in/,https://indiaai.gov.in/investment-funds/all,Artificial Intelligence,Series A; Seed,India,https://indiaai.gov.in/about-us; https://indiaai.gov.in/user-contribution; https://indiaai.gov.in/contact-us; https://www.linkedin.com/company/india-ai/; https://twitter.com/OfficialIndiaAI; https://www.instagram.com/officialindiaai/?hl=en; https://www.youtube.com/channel/UCiV0zikSWzC0nx5HFy-C3lg,2026-05-27T09:53:58.685477
115,IndiaAI.gov.in,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://indiaai.gov.in/partners,https://indiaai.gov.in/investment-funds/all,Artificial Intelligence,Series A; Seed,Global,,2026-05-26T07:14:27.806764
288,Indian Healthcare Angels (IHA),4,7,usable,focus_sectors; partners; portfolio_companies,0,0,https://iha.vc,https://iha.vc,,Seed,India,https://iha.vc,2026-05-27T09:53:57.770527
116,Inflection Point Ventures,6,7,strong,partners,0,1,https://shizune.co/investors/saas-vc-funds-india#saas-vc-funds-india-organization-inflection-point-ventures-d275,https://shizune.co/investors/saas-vc-funds-india,Artificial Intelligence; B2B SaaS,Series A; Seed,India,https://shizune.co/investors/artificial-intelligence-vc-funds-india#artificial-intelligence-vc-funds-india-organization-inflection-point-ventures-d275; https://shizune.co/investors/artificial-intelligence-investors-india#artificial-intelligence-investors-india-organization-inflection-point-ventures-d275; https://shizune.co/investors/saas-investors-india#saas-investors-india-organization-inflection-point-ventures-d275; https://shizune.co/investors/saas-vc-funds-india#saas-vc-funds-india-organization-inflection-point-ventures-d275,2026-05-27T09:54:33.929261
263,Institute for Human-Centered Artificial Intelligence,5,7,usable,partners; portfolio_companies,0,0,https://hai.stanford.edu/,https://seedfunding.stanford.edu/opportunities/2025-institute-human-centered-artificial-intelligence-seed-grants,Artificial Intelligence,Seed,Global,https://hai.stanford.edu/research; https://hai.stanford.edu/,2026-05-27T09:35:16.104423
117,Invest Europe,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://www.investeurope.eu,https://investeurope.eu/about-us/invest-europe-governance/artificial-intelligence-taskforce,Artificial Intelligence,,Europe,https://www.investeurope.eu/contact/contact/; https://investeurope.eu/contact/contact/; https://www.investeurope.eu/membership/; https://www.investeurope.eu/membership/am-i-a-member-already/; https://www.investeurope.eu/publications-policy/publications/2026/investing-in-europe-private-equity-activity-2025/; https://www.investeurope.eu/publications-policy/publications/2026/argos-index-1st-quarter-2026/; https://www.investeurope.eu/news/newsroom/invest-europes-ordinary-general-meeting-2026/; https://www.investeurope.eu/publications-policy/publications/2026/annual-report-2025/; https://www.investeurope.eu/publications-policy/publications/2026/position-on-the-28th-regime-corporate-legal-framework-eu-inc/; https://www.investeurope.eu/publications-policy/publications/2026/response-to-amla-public-consultation-on-the-draft-rts-on-customer-due-diligence-under-article-28-1-amlr/; https://www.investeurope.eu/news/newsroom/european-private-equity-activity-strengthens-in-2025-with-second-best-year-on-record-for-fundraising-and-investment/; https://www.investeurope.eu/publications-policy/publications/2025/activity-data-dashboard/,2026-05-27T09:54:02.134951
118,Investcorp,5,7,usable,focus_sectors; partners,0,7,https://investcorp.com,https://investcorp.com/what-we-do/private-equity/private-equity-europe,,Series B; Growth Stage; Series A; Pre-Seed; Seed,India; United States; Europe,https://investcorp.com/contact; https://investcorp.com/portfolio,2026-05-27T09:34:51.897562
119,Investor Hunt,6,7,strong,partners,0,1,https://investorhunt.co/,https://investorhunt.co/markets/enterprise-software,B2B SaaS; Artificial Intelligence,Pre-Seed; Seed,India; United States; Europe,https://investorhunt.co/pricing; https://investorhunt.co/users/sign_in; https://investorhunt.co/users/sign_up,2026-05-27T09:34:53.129817
120,InvestorAi,6,7,strong,partners,0,1,https://www.investorai.in/,https://investorai.in,Artificial Intelligence,Growth Stage,Global; India,https://www.linkedin.com/company/investorai/; https://twitter.com/investorai; mailto:enquiry@investorai.in; https://x.com/investorai2?lang=en,2026-05-28T05:29:23.734928
250,InvestorAi Investment Management Services Private Ltd,3,7,thin,focus_sectors; investment_stage; partners; portfolio_companies,0,0,https://www.investorai.in,https://investorai.in,,,India,mailto:enquiry@investorai.in; https://www.linkedin.com/company/investorai/; https://x.com/investorai2?lang=en; https://www.investorai.in/privacy-policy; https://www.investorai.in/cancellation-policy; https://www.investorai.in/terms-conditions; https://www.investorai.in/research-analyst; https://www.investorai.in/investment-advisor; https://www.investorai.in/account-closure-finn; https://www.investorai.in/disclaimer; https://www.investorai.in/cookie-policy,2026-05-27T09:34:52.946800
322,Isomer Capital,6,7,strong,portfolio_companies,2,0,https://isomercapital.com,https://isomercapital.com,B2B SaaS,Seed,United States; Europe,https://www.linkedin.com/in/joe-schorge-isomer/; https://www.linkedin.com/in/chris-wade-isomer/,2026-05-27T09:54:03.366201
251,Jahani and Associates,4,7,usable,focus_sectors; partners; portfolio_companies,0,0,https://jahaniandassociates.com,https://jahaniandassociates.com/middle-eastern-investors-and-usa-startups,,Seed,United States; Middle East; Southeast Asia,https://twitter.com/JahaniBanking; https://www.linkedin.com/company/jahani-associates; https://www.facebook.com/JahaniandAssociates; https://www.instagram.com/jahaniandassociates/; mailto:jahani@jahaniandassociates.com; mailto:info@jahaniandassociates.com,2026-05-27T09:34:53.643161
252,Janus Henderson Investors,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://www.janushenderson.com,https://janushenderson.com/en-ch/advisor/article/how-ai-disruption-is-reshaping-the-software-sector-landscape,B2B SaaS; Artificial Intelligence,,Global,https://www.janushenderson.com/en-ch/advisor/bio/jonathan-cofsky-cfa/; https://www.janushenderson.com/en-ch/advisor/bio/joe-goodwin/,2026-05-27T09:34:53.807563
323,JDI Group,5,7,usable,partners; portfolio_companies,0,0,https://jdi.group,https://jdi.group/southeast-asias-most-active-venture-capital-firms,Artificial Intelligence; B2B SaaS,Seed; Series A,Southeast Asia,https://jdi.group/contact-us/,2026-05-27T09:54:03.989470
121,Josys,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://josys.com/,https://josys.com/article/saas-management-platforms,B2B SaaS,Growth Stage,Global,,2026-05-26T07:14:30.192718
122,Josys International Pte. Ltd.,6,7,strong,partners,0,1,https://josys.com,https://josys.com/article/saas-management-platforms,B2B SaaS; Artificial Intelligence,Seed,United States,mailto:support@josys.com; https://josys.com/contact; https://www.youtube.com/channel/UCosMsYGc4sDAIkjEeHnZoiQ,2026-05-27T09:34:54.114505
324,Jungle Ventures,7,7,strong,,2,3,https://jungle.vc,https://jungle.vc,Artificial Intelligence; B2B SaaS,Pre-Seed; Seed; Series A; Series B; Growth Stage,Southeast Asia; India,https://jungle.vc/team/david-gowdey; https://jungle.vc/team/amit-anand,2026-05-27T09:54:04.335182
253,Kearney,5,7,usable,partners; portfolio_companies,0,0,https://www.kearney.com,https://kearney.com/service/transactions-transformations/article/middle-east-venture-capital-a-shooting-or-rising-star,B2B SaaS; Artificial Intelligence,Seed,India; United States; Europe,https://www.kearney.com/about,2026-05-27T09:34:54.769728
325,KKR,5,7,usable,partners; portfolio_companies,0,0,https://kkr.com,https://kkr.com/insights/ai-infrastructure,Artificial Intelligence,Seed,United States; Europe,https://kkr.com/contact; mailto:privatewealth@kkr.com; mailto:KSeries_APAC@kkr.com; mailto:KSeries_EMEA@kkr.com; mailto:Client.Services@kkr.com; mailto:media@kkr.com; mailto:kkrpr-uk@kkr.com; mailto:Investor-Relations@kkr.com; https://media.kkr.com/; https://ir.kkr.com/; https://kkr.com/locations; https://kkr.com/subscribe; https://ir.kkr.com/contacts-email-alerts/email-alerts/,2026-05-27T09:54:05.524364
254,Konvoy,5,7,usable,focus_sectors; partners,0,4,https://konvoy.vc,https://konvoy.vc/blogs/how-to-raise-capital-for-your-b2b-tech-business,,Series A; Seed,India; United States,https://www.linkedin.com/company/konvoy/; https://x.com/konvoycapital; https://www.konvoy.vc/newsletter-signup; https://www.konvoy.vc/disclosures,2026-05-27T09:34:55.138680
123,KPI Sense,3,7,thin,investment_stage; geography; partners; portfolio_companies,0,0,https://kpisense.com,https://kpisense.com/team,B2B SaaS,,,https://twitter.com/kpisense; https://www.linkedin.com/company/kpisense/; https://kpisense.com/; https://kpisense.com,2026-05-28T05:29:39.285194
326,Laconia Capital Group,6,7,strong,portfolio_companies,3,0,https://laconiacapitalgroup.com,https://laconiacapitalgroup.com/blog/2018/3/13/checking-boxes-our-investment-thesis-and-parameters,B2B SaaS,Seed; Series A,Europe,mailto:jeffrey@laconiacapitalgroup.com; mailto:geri@laconiacapitalgroup.com; mailto:david@laconiacapitalgroup.com; mailto:mirit@laconiacapitalgroup.com; mailto:finance@laconiacapitalgroup.com; mailto:contact@lexandco.ca; https://www.linkedin.com/in/jeffreyleesilverman/; https://www.linkedin.com/in/gerikirilova; https://www.linkedin.com/in/david-arcara-b8a0801/; https://www.linkedin.com/in/miritlugassi; https://www.linkedin.com/in/taylordavidson/; https://www.linkedin.com/in/alexa-suguitan-35a6314a/,2026-05-27T09:54:06.369181
124,Landbase,5,7,usable,partners; portfolio_companies,0,0,https://www.landbase.com,https://landbase.com/blog/fastest-growing-voice-ai-platforms-companies,B2B SaaS; Voice AI,Series A; Seed,United States; Europe,https://www.landbase.com/blog/fastest-growing-voice-ai-platforms-companies,2026-05-27T09:34:55.970227
125,Lead Edge Capital,5,7,usable,geography; partners,0,2,https://www.leadedgecapital.com/,,B2B SaaS,Growth Stage; Series B,,https://www.linkedin.com/company/lead-edge-capital/; https://twitter.com/leadedgecapital,2026-05-27T06:01:49.559963
290,LeadSquared,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://leadsquared.com,https://leadsquared.com/industries/healthcare/healthtech-startups-in-india,Artificial Intelligence; B2B SaaS,,India; United States,https://www.leadsquared.com/book-demo/,2026-05-27T09:54:07.382611
327,Lean B2B,5,7,usable,partners; portfolio_companies,0,0,https://leanb2bbook.com,https://leanb2bbook.com/blog/vc-firms-angel-investors-funding-b2b-startups,B2B SaaS,Seed; Series A,India; Europe,https://leanb2bbook.com/contact,2026-05-27T09:54:08.237564
126,Lean B2B Book,6,7,strong,partners,0,55,https://leanb2bbook.com/,,B2B SaaS,Series A; Series B; Seed; Growth Stage,Global,https://www.linkedin.com/in/dharmesh/; https://www.linkedin.com/in/jimmoranvc/; https://www.linkedin.com/in/davidoliversacks/; https://www.linkedin.com/in/auren/; https://www.linkedin.com/in/mitchkapor/; https://www.linkedin.com/in/dcancel/; https://www.linkedin.com/in/davidhauser/; https://www.linkedin.com/in/jamesgeshwiler/; https://www.linkedin.com/in/keith; https://www.linkedin.com/in/francois-gaouette-3b63303/; https://www.linkedin.com/in/jerryneumann/; https://www.linkedin.com/in/alex-khein-0888b145/; https://www.linkedin.com/in/mrandyyang/; https://www.linkedin.com/in/leaddogvc/; https://www.linkedin.com/in/frgilbert/; https://www.linkedin.com/in/tydanco/; https://www.linkedin.com/in/victorbelfor/; https://www.linkedin.com/in/jfgagne/; https://www.linkedin.com/in/rasoolrayani/; https://www.linkedin.com/in/magdalena-yesil/,2026-05-26T07:14:31.313015
328,LenderKit Ventures,6,7,strong,portfolio_companies,1,0,https://lenderkit.com,https://lenderkit.com/blog/ai-startup-investing-complete-guide,Artificial Intelligence,Seed; Series A,India; United States; Europe,https://lenderkit.com/blog/ai-startup-investing-complete-guide,2026-05-27T09:54:09.418116
329,Leonard Green & Partners,5,7,usable,investment_stage; portfolio_companies,2,0,https://leonardgreen.com,https://leonardgreen.com/portfolio,Artificial Intelligence,,United States; India,https://www.leonardgreen.com/; https://leonardgreen.com/team,2026-05-27T11:40:17.900922
314,Lightspeed Venture Partners,7,7,strong,,1,1,https://lsvp.com,https://fiercehealthcare.com/ai-and-machine-learning/assort-health-brings-total-funding-102m-four-months,Voice AI,Series B,India; United States; Europe,https://lsvp.com/team-member/john-w-thompson; https://www.weforum.org/organizations/lightspeed-venture-partners,2026-05-27T11:20:33.715203
127,Look AI Ventures,5,7,usable,partners; portfolio_companies,0,0,https://lookai.vc/,https://lookai.vc,B2B SaaS; Artificial Intelligence,Series A; Seed,United States; Europe,https://www.facebook.com/Look-AI-Ventures-111992481428008/; https://twitter.com/LookAIVentures; https://www.linkedin.com/company/lookai-ventures/,2026-05-26T11:52:06.706750
128,"Look AI Ventures SICAV, a.s.",5,7,usable,partners; portfolio_companies,0,0,https://lookai.vc/,https://lookai.vc,Artificial Intelligence; B2B SaaS,Series B; Seed; Series A; Growth Stage,Global; United States; Europe,https://www.facebook.com/Look-AI-Ventures-111992481428008/; https://twitter.com/LookAIVentures; https://www.linkedin.com/company/lookai-ventures/,2026-05-27T09:54:10.263738
129,Lux Capital,6,7,strong,partners,0,2,https://www.luxcapital.com/,,Voice AI; Artificial Intelligence,Series A; Seed,Global,https://www.luxcapital.com/contact,2026-05-26T07:14:35.245153
130,M12,6,7,strong,partners,0,10,https://m12.vc,https://m12.vc/focus/vertical-saas,B2B SaaS; Artificial Intelligence,Series A,Global,https://m12.vc/portfolio/; https://m12.vc/case-study/directly/,2026-05-27T09:34:57.219070
330,Madrona Venture Group,6,7,strong,partners,0,4,https://madrona.com,https://madrona.com/voice-is-going-vertical-how-verticalized-voice-ai-is-becoming-the-next-killer-app,Artificial Intelligence; Voice AI,Seed; Series A,Global,https://madrona.com/contact; https://madrona.com/portfolio,2026-05-27T09:54:10.614835
131,Main Capital Partners,6,7,strong,partners,0,2,https://main.nl/,,B2B SaaS,Series A; Series B; Growth Stage,Europe,https://main.nl/contact/,2026-05-27T06:01:49.559963
331,Mainsail Partners,7,7,strong,,2,2,https://mainsailpartners.com,https://mainsailpartners.com/portfolio,B2B SaaS,Growth Stage,United States,https://mainsailpartners.com/contact; https://www.linkedin.com/company/mainsail-partners; https://twitter.com/mainsailpartners,2026-05-27T09:54:11.230806
132,Maxio,7,7,strong,,2,2,https://www.battery.com,https://www.maxio.com/team,B2B SaaS; Artificial Intelligence,Growth Stage; Series A,Global,https://www.linkedin.com/company/maxio/; https://twitter.com/maxio; https://www.battery.com/contact; https://www.battery.com/team,2026-05-27T11:34:56.792556
255,MC Capital Partners,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://mccapitalpartners.net,https://mccapitalpartners.net/spotler-an-everblue-co-investment-portfolio-company-5,B2B SaaS,,Europe,https://mccapitalpartners.net/cookiebeleid-eu/; https://mccapitalpartners.net/privacy-policy/,2026-05-27T09:34:58.944779
133,MCCA Partners,6,7,strong,partners,0,1,https://mccapitalpartners.net/,https://mccapitalpartners.net/spotler-an-everblue-co-investment-portfolio-company-5,Artificial Intelligence; Enterprise AI,Series A; Series B,United States,https://www.linkedin.com/in/johndoe; https://twitter.com/@janesmith; mailto:info@mccapitalpartners.net,2026-05-26T07:14:37.110904
134,Medium,6,7,strong,partners,0,2,https://medium.com/,https://medium.com/@pratik-rupareliya/top-20-indian-ai-companies-building-real-infrastructure-in-2026-a97473ffa287,Artificial Intelligence; B2B SaaS,Seed,India; United States; Europe,https://medium.com/sitemap/sitemap.xml; https://play.google.com/store/apps/details?id=com.medium.reader&referrer=utm_source%3DmobileNavBar&source=---not_found_layout_nav-----------------------------------------; https://medium.com/m/signin?operation=login&redirect=https%3A%2F%2Fmedium.com%2Fportfolio&source=collection_home---not_found_layout_nav-----------------------global_nav------------------; https://medium.com/?source=---not_found_layout_nav-----------------------------------------; https://medium.com/m/signin?operation=register&redirect=https%3A%2F%2Fmedium.com%2Fnew-story&source=---not_found_layout_nav-----------------------new_post_topnav------------------; https://medium.com/search?source=---not_found_layout_nav-----------------------------------------; https://medium.com/?source=--------------------------------------------; https://medium.com/music-for-thought/the-myth-of-the-native-speaker-b338e517f185?source=--------------------------------------------; https://medium.com/@hannahscafe?source=--------------------------------------------; https://hannahscafe.medium.com/?source=--------------------------------------------; https://medium.com/music-for-thought?source=--------------------------------------------; https://medium.com/invisible-illness/how-to-quit-everything-and-make-stained-glass-9df1192c91d8?source=--------------------------------------------; https://medium.com/@katlynroberts?source=--------------------------------------------; https://katlynroberts.medium.com/?source=--------------------------------------------; https://medium.com/invisible-illness?source=--------------------------------------------,2026-05-27T09:34:59.158456
135,Menlo Ventures,7,7,strong,,2,1,https://menlovc.com,https://menlovc.com/focus-areas/infrastructure,Artificial Intelligence,Series A; Seed; Series B,United States; Europe,https://menlovc.com/leadership; https://menlovc.com/focus-areas/ai; https://menlovc.com/portfolio/?o=ASC&f=AI; https://menlovc.com/team/matt-murphy/; https://menlovc.com/team/steve-sloane/,2026-05-27T09:54:12.839464
370,Meridian Ventures,5,7,usable,website; contact_links,2,3,,https://strategytools.io/blog/the-fund-journey-an-emerging-managers-story-from-kuala-lumpur-to-south-east-asia-part-ii-investment-period-and-the-birth-of-fund-ii-years-2-5,B2B SaaS,Seed; Series A,South-East Asia,,2026-05-27T09:54:41.517131
136,MGX,6,7,strong,partners,0,1,https://mgx.ae,https://mgx.ae/en,Artificial Intelligence; B2B SaaS,Growth Stage,Global; United States,https://www.abudhabistartup.com/contact/; https://mgx.ae/contact; https://mgx.ae/sitemap; https://mgx.ae/,2026-05-27T09:54:13.685429
137,Middle East Venture Capital,5,7,usable,partners; portfolio_companies,0,0,https://mevp.com/,https://mevp.com,B2B SaaS,Series A,Middle East,https://mevp.com/team/ali-almajthoob; https://mevp.com/team/emile-asmar; https://mevp.com/team/fahed-qteishat; https://mevp.com/team/germine-bouchnack; https://mevp.com/team/jad-ghanem; https://mevp.com/team/jad-el-boustani; https://mevp.com/team/sacha-khoury,2026-05-26T07:14:38.771574
256,Middle East Venture Partners,5,7,usable,partners; portfolio_companies,0,0,https://mevp.com,https://mevp.com,B2B SaaS,Series A,United States,https://mevp.com/team/ali-almajthoob; https://mevp.com/team/jad-el-boustani; https://mevp.com/team/rabih-i-khoury,2026-05-27T09:35:00.510930
248,Middle East Venture Partners (MEVP),6,7,strong,partners,0,3,https://hub.waveup.com/funds/middle-east-venture-partners-mevp,https://hub.waveup.com/funds/middle-east-venture-partners-mevp,B2B SaaS,Series A; Seed; Series B,Middle East; Global,https://hub.waveup.com/funds/middle-east-venture-partners-mevp,2026-05-27T09:34:49.757501
138,Mike Sonders,5,7,usable,investment_stage; partners,0,10,https://www.mikesonders.com,https://mikesonders.com/largest-saas-companies,B2B SaaS,,United States; Global,https://www.mikesonders.com/contact/; https://support.google.com/looker-studio/answer/15683626; https://datastudio.google.com/reporting/0ae979a4-c3f2-48e9-9e60-1886577b2faf; https://google.com/recaptcha/admin/migrate,2026-05-26T07:14:39.001943
332,MyTablon,5,7,usable,partners; portfolio_companies,0,0,https://mytablon.com,https://mytablon.com/blog/list-of-top-20-investors-in-india,Artificial Intelligence; B2B SaaS,Seed; Series A,Middle East,https://www.linkedin.com/company/mytablon/; https://www.instagram.com/mytablon/; https://chat.whatsapp.com/CReqMvt8NxHESGXAF9NxDw,2026-05-27T09:54:14.289882
139,Newcomer,6,7,strong,partners,0,5,https://www.newcomer.co/,https://newcomer.co/p/voice-ai-investment-surges-as-enterprise,Artificial Intelligence,Seed; Series A,India,https://www.newcomer.co/; https://podcast.newcomer.co/; https://newcomer.events/; https://cerebralvalleysummit.com/; https://www.newcomer.co/about,2026-05-27T09:35:01.465978
140,NEXEA Venture Capital,4,7,usable,geography; partners; portfolio_companies,0,0,https://nexea.com/,,Enterprise AI,Seed,,https://www.linkedin.com/in/rama-suparta-4a4a1a1a1/,2026-05-27T06:01:49.559963
141,Next Big Thing AG,5,7,usable,partners; portfolio_companies,0,0,https://www.nbt-2022.com/,,B2B SaaS; Artificial Intelligence,Series A; Series B; Seed; Growth Stage,Global; Southeast Asia,https://www.linkedin.com/company/nbt-2022/; https://twitter.com/nbt_2022,2026-05-26T07:14:40.644999
333,NextTier Ventures,6,7,strong,portfolio_companies,3,0,https://nexttier.vc,https://nexttier.vc,Artificial Intelligence; B2B SaaS,Seed,Europe,https://www.linkedin.com/company/nexttier-ventures; https://x.com/NextTier_vc; https://www.instagram.com/nexttier.vc/; mailto:jonathan.sultan@nexttier.vc,2026-05-27T09:54:14.640118
142,NFX,7,7,strong,,1,10,https://signal.nfx.com/firms/nfx,https://signal.nfx.com/investor-lists/top-saas-series-b-investors,Artificial Intelligence; B2B SaaS,Series A; Seed; Pre-Seed,India; United States; Europe; Global,https://signal.nfx.com/contact; https://signal.nfx.com/investor-onboarding; mailto:qed@nfx.com; mailto:press@nfx.com; https://drive.google.com/drive/folders/13O_UoYBWJIjZ_TZWQDQtjtl6FrMDaNi1; https://signal.nfx.com/firms/nfx,2026-05-27T09:54:36.734994
291,NITI Aayog,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://niti.gov.in,https://niti.gov.in/sites/default/files/2023-02/InvestmentOpportunities_HealthcareSector.pdf,Artificial Intelligence,Seed,India; United States; Europe,,2026-05-27T09:54:15.127772
143,Northcap,5,7,usable,partners; contact_links,0,2,http://northcap.vc/,,B2B SaaS,Seed,Europe,,2026-05-27T06:01:49.559963
144,Notable Capital,6,7,strong,partners,0,2,https://notablecap.com,https://notablecap.com/blog/vertical-voice-agents-are-taking-off-heres-why,B2B SaaS; Voice AI,Series A; Seed,India; United States; Europe,https://www.notablecap.com/contact,2026-05-27T09:35:03.103734
145,NotableCap,5,7,usable,partners; portfolio_companies,0,0,https://notablecap.com/,https://notablecap.com/blog/vertical-voice-agents-are-taking-off-heres-why,Artificial Intelligence; B2B SaaS,Series A; Seed,India; United States; Europe,https://www.notablecap.com/contact#,2026-05-26T07:14:42.174263
146,Octopus Ventures,6,7,strong,partners,0,2,https://octopusventures.com,https://octopusventures.com,B2B SaaS; Artificial Intelligence,Series A; Seed; Pre-Seed; Series B,United States; Europe,https://octopusgroup.typeform.eu/to/ICfz0x2o; https://octopusgroup.typeform.eu/to/LUCrBYCi; mailto:press@octopusgroup.com,2026-05-27T09:35:03.398786
147,OECD,5,7,usable,partners; portfolio_companies,0,0,https://www.oecd.org,https://oecd.org/en/publications/venture-capital-investments-in-artificial-intelligence-through-2025_a13752f5-en/full-report.html,Artificial Intelligence,Series A; Seed,India; United States; Europe,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.oecd.org%2Fen%2Fabout%2Fcontact.html; https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.oecd.org%2Fen%2Fabout%2Fcontact.html; https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Fwww.oecd.org%2Fen%2Fabout%2Fcontact.html,2026-05-27T09:35:03.609040
148,OpenVC,5,7,usable,partners; portfolio_companies,0,0,https://openvc.app,https://openvc.app/investor-lists/venture-capital-firms-investors-southeast-asia,Artificial Intelligence; B2B SaaS,Series A; Seed,India; United States; Europe,https://openvc.app/partners; https://www.producthunt.com/posts/openvc; https://www.openvc.app/pricing; https://www.openvc.app/love,2026-05-27T09:54:16.916268
149,OurCrowd,7,7,strong,,2,2,https://shizune.co/investors/artificial-intelligence-vc-funds-middle-east#artificial-intelligence-vc-funds-middle-east-organization-ourcrowd,https://shizune.co/investors/artificial-intelligence-vc-funds-middle-east,Artificial Intelligence; B2B SaaS,Series A; Seed; Growth Stage,Middle East; Global,https://shizune.co/investors/artificial-intelligence-investors-middle-east#artificial-intelligence-investors-middle-east-organization-ourcrowd; https://ourcrowd.com/contact-us; https://www.linkedin.com/company/ourcrowd; https://twitter.com/OurCrowd; https://shizune.co/investors/artificial-intelligence-vc-funds-middle-east#artificial-intelligence-vc-funds-middle-east-organization-ourcrowd,2026-05-27T09:54:31.262553
334,Outlander VC,5,7,usable,portfolio_companies; contact_links,1,0,https://outlander.vc,https://outlander.vc/fieldguide/25-enterprise-ai-vcs-writing-pre-seed-checks-in-2025,Artificial Intelligence; B2B SaaS,Seed; Series A,United States; Europe,,2026-05-27T09:54:18.495927
150,Paddle,5,7,usable,partners; portfolio_companies,0,0,https://www.paddle.com,https://paddle.com/resources/saas-funding,B2B SaaS,Series A; Seed,Global,https://www.paddle.com/help; https://www.paddle.com/lovable-payments-faq,2026-05-27T09:35:06.004742
151,ParsBEM Consultants Private Limited,5,7,usable,partners; portfolio_companies,0,0,https://parsbem.com/,https://parsbem.com/the-rise-of-ai-powered-startups-how-to-find-pre-seed-investors-for-indian-tech-startups,Artificial Intelligence,Pre-Seed,India,https://parsbem.com/,2026-05-27T09:35:06.154142
